epoch,loss,ce,risk_nll,risk_band_ce,physics,phys_infection_pressure,phys_dry_suppression,phys_monotonic_horizon,phys_diffusion,val_acc,val_macro_f1,val_risk_mae_h0,val_risk_r2_h0,val_band_acc_h0,val_risk_mae_h1,val_risk_r2_h1,val_band_acc_h1,val_risk_mae_h2,val_risk_r2_h2,val_band_acc_h2,val_risk_mae_h3,val_risk_r2_h3,val_band_acc_h3,val_risk_r2_mean,val_band_acc_mean
10,2.31789231300354,2.5369279384613037,-0.7605777382850647,1.0777827501296997,0.008835546672344208,0.007811904419213533,2.8118627596995793e-05,0.0015669884160161018,0.00107897212728858,0.5275744199752808,0.2691113254391886,0.18022049963474274,0.12685669912933661,0.5292825698852539,0.18097536265850067,0.06016960626961021,0.5357491374015808,0.17940683662891388,0.040741613513817665,0.4643728733062744,0.17589923739433289,0.022219350585497177,0.3347974717617035,0.062496817374565417,0.46605051308870316
11,2.19817852973938,2.462232828140259,-0.804868221282959,1.0760490894317627,0.009297310374677181,0.007979704067111015,2.0418847270775586e-05,0.0025049024261534214,0.0011118511902168393,0.5394094586372375,0.2809700538007681,0.17808710038661957,0.14966756129962433,0.5395314693450928,0.17997682094573975,0.07728222115225225,0.5369692444801331,0.17763181030750275,0.05449775905701881,0.4786481261253357,0.17493176460266113,0.02900753125122013,0.3362616002559662,0.07761376819002888,0.4728526100516319
12,2.0855484008789062,2.39341139793396,-0.847597062587738,1.0732132196426392,0.010425637476146221,0.00876731239259243,4.7040684876265004e-05,0.0035240929573774338,0.0011551521020010114,0.5448999404907227,0.2870026407472135,0.1762327402830124,0.17136040206562964,0.5416056513786316,0.17896340787410736,0.09475885412592333,0.5303806662559509,0.17589563131332397,0.06824304088525601,0.4909712076187134,0.17400024831295013,0.03613514859165223,0.3399219214916229,0.0926243614171153,0.4757198616862297
13,1.9802184104919434,2.3282437324523926,-0.8870717287063599,1.0712543725967407,0.011397243477404118,0.009265939705073833,8.622874156571925e-05,0.004968798719346523,0.0011950983898714185,0.5545387864112854,0.2970174442719631,0.17455850541591644,0.19313232210191866,0.5403855443000793,0.17790009081363678,0.11329136288756125,0.5235480666160583,0.17411501705646515,0.08248255468438692,0.5014641284942627,0.17306028306484222,0.04402193761538131,0.3473645746707916,0.10823204432231204,0.478190578520298
14,1.8846096992492676,2.270081043243408,-0.9237053394317627,1.0689610242843628,0.012511503882706165,0.009787613525986671,0.00016026367666199803,0.006749181542545557,0.0012380077969282866,0.5612493753433228,0.30393056283862124,0.17301835119724274,0.21616813152171654,0.5363591909408569,0.1766761690378189,0.1339996853046056,0.5100048780441284,0.1722673922777176,0.09780146574315252,0.5170814990997314,0.17206203937530518,0.0534324600831938,0.3639580309391022,0.12535043566316711,0.48185089975595474
15,1.796391248703003,2.215930700302124,-0.9569507837295532,1.0657061338424683,0.015194298699498177,0.011513995006680489,0.00029174835071898997,0.009610646404325962,0.0013024711515754461,0.5678379535675049,0.3107456877509926,0.1716318428516388,0.2410927304267415,0.5334309339523315,0.17530877888202667,0.15717656721432938,0.49719375371932983,0.1703202873468399,0.11489337532002697,0.5340409874916077,0.17095118761062622,0.06504607306941068,0.37628111243247986,0.14455218650762713,0.4852366968989372
16,1.7113240957260132,2.161738395690918,-0.9864184856414795,1.0611891746520996,0.018031978979706764,0.01300521194934845,0.0005267414962872863,0.013616197742521763,0.001357074361294508,0.5740604996681213,0.315606130421401,0.17022311687469482,0.2680058822027036,0.5316007733345032,0.17366300523281097,0.1832474088994479,0.4875549077987671,0.16841258108615875,0.1340764159075366,0.5621034502983093,0.16970421373844147,0.07966748750175778,0.4047096073627472,0.16624929862786147,0.4964921846985817
17,1.6343891620635986,2.1115779876708984,-1.0122895240783691,1.0572088956832886,0.021654147654771805,0.014607702381908894,0.0009023392340168357,0.01946656033396721,0.0015106110367923975,0.5801610350608826,0.32151962591714817,0.1688033789396286,0.29576474450680856,0.5339189767837524,0.17178800702095032,0.2110023686379624,0.4881649613380432,0.16670438647270203,0.15540094954233585,0.5758906602859497,0.16831791400909424,0.09738287551650593,0.4698633551597595,0.1898877345509032,0.5169594883918762
18,1.565331220626831,2.0654244422912598,-1.0339305400848389,1.0520994663238525,0.02595868892967701,0.01642906293272972,0.001259562443010509,0.027043549343943596,0.0015735574997961521,0.5850414633750916,0.3253652896672872,0.1673479676246643,0.32328786784900665,0.5433138012886047,0.16983537375926971,0.23908657173313064,0.4965837001800537,0.16524620354175568,0.17848734974040414,0.5567349791526794,0.16679975390434265,0.11767209463593997,0.513055145740509,0.21463347098962035,0.5274219065904617
19,1.4963953495025635,2.018986463546753,-1.0556775331497192,1.0475178956985474,0.031091518700122833,0.01848325878381729,0.001959987683221698,0.035993922501802444,0.001660180976614356,0.5955343842506409,0.33394233851117966,0.16578418016433716,0.34972606437160514,0.5642996430397034,0.16780060529708862,0.26645396865220405,0.5098828673362732,0.16383159160614014,0.2025646950991099,0.5352610945701599,0.16513383388519287,0.13958234500849453,0.5023182034492493,0.2395817682828534,0.5279404520988464
20,1.434895634651184,1.9743049144744873,-1.071432113647461,1.0418119430541992,0.03705630823969841,0.02072959765791893,0.003272796981036663,0.04593563824892044,0.0018192415591329336,0.607003390789032,0.3419641651302777,0.16401407122612,0.3750433017459911,0.5775988101959229,0.16558557748794556,0.292744178294721,0.5261102914810181,0.1623407006263733,0.22700014069181473,0.5270863771438599,0.1633247286081314,0.1622168006642234,0.4862127900123596,0.26425110534918755,0.5292520672082901
21,1.3740234375,1.9325276613235474,-1.0889049768447876,1.0350308418273926,0.042950987815856934,0.023147620260715485,0.004212305415421724,0.05570841580629349,0.001969382166862488,0.6201805472373962,0.35130272824708336,0.16182737052440643,0.3997996698455454,0.5821132063865662,0.16320574283599854,0.3180812411810955,0.5525866150856018,0.1607130765914917,0.2514848083017023,0.5268423557281494,0.16137677431106567,0.18494910695744982,0.48340654373168945,0.28857870657144824,0.5362371802330017
22,1.3171578645706177,1.894415259361267,-1.1067100763320923,1.0295192003250122,0.04897694289684296,0.0255515668541193,0.005728837568312883,0.06495066732168198,0.002151508117094636,0.6306735277175903,0.36090941036289037,0.1590578258037567,0.42427149646157736,0.5783308744430542,0.16058838367462158,0.342692628738938,0.5824792385101318,0.15883778035640717,0.2759640440541078,0.5318447947502136,0.15935763716697693,0.20738233305357912,0.48731088638305664,0.31257762557705054,0.5449914485216141
23,1.2543199062347412,1.8504970073699951,-1.1233675479888916,1.0218517780303955,0.05421534553170204,0.027746599167585373,0.007019593380391598,0.07261759787797928,0.0023473412729799747,0.642996609210968,0.37245956617436543,0.15567876398563385,0.44865441135825335,0.5767447352409363,0.15755002200603485,0.3672445483106561,0.5987066626548767,0.15662860870361328,0.3007910528052996,0.5444118976593018,0.1572355031967163,0.22977257673690932,0.4807223081588745,0.3366156473027796,0.5501464009284973
24,1.1976406574249268,1.8146823644638062,-1.1415705680847168,1.014446496963501,0.057685378938913345,0.029269030317664146,0.007899371907114983,0.07717393338680267,0.002628966700285673,0.650073230266571,0.3776401048510209,0.15187878906726837,0.47249048620621303,0.5780868530273438,0.1539897471666336,0.39202100419479,0.605905294418335,0.15405884385108948,0.3261711051201225,0.5650317072868347,0.15494953095912933,0.2525749540374963,0.4727916121482849,0.36081438738965543,0.5554538667201996
25,1.1393014192581177,1.7803555727005005,-1.1624782085418701,1.0064886808395386,0.06059905141592026,0.03023022599518299,0.009549105539917946,0.08052791655063629,0.00287179765291512,0.6575158834457397,0.385884166666986,0.1475333273410797,0.49569608523438335,0.584187388420105,0.14986218512058258,0.416928646966769,0.6105417013168335,0.15103404223918915,0.35222658544184404,0.5906539559364319,0.15242323279380798,0.2760443188756022,0.4773060083389282,0.38522390912964966,0.5656722635030746
26,1.0839033126831055,1.7455500364303589,-1.1802036762237549,0.9988980293273926,0.06369296461343765,0.03266291692852974,0.010602736845612526,0.08050485700368881,0.003154435195028782,0.6639824509620667,0.3963747370042234,0.1426430195569992,0.517706981746298,0.5993167161941528,0.14527085423469543,0.44195950077008495,0.621156632900238,0.14743636548519135,0.3797478625640809,0.6139580011367798,0.14961394667625427,0.30103119783761145,0.4856027364730835,0.41011138572951883,0.5800085216760635
27,1.0235540866851807,1.7116650342941284,-1.2026053667068481,0.9897707104682922,0.06536363810300827,0.03389626741409302,0.012662648223340511,0.07792098820209503,0.00351949455216527,0.6730112433433533,0.41127007564677015,0.13864244520664215,0.5352959141497695,0.6099316477775574,0.14134684205055237,0.4665017855071413,0.6296974420547485,0.14417961239814758,0.4069604626494079,0.6356759667396545,0.146834596991539,0.32775071029819225,0.49475353956222534,0.43412721815112776,0.5925146490335464
28,0.9656620025634766,1.680669903755188,-1.225854754447937,0.9804883599281311,0.06867564469575882,0.03652109205722809,0.016681544482707977,0.07315609604120255,0.0037339071277529,0.6786237359046936,0.421836105389104,0.13486875593662262,0.5506745239925547,0.622742772102356,0.13760699331760406,0.48970757192085046,0.6346998810768127,0.1406296044588089,0.4347878014697667,0.6486091017723083,0.1438630074262619,0.35606064113589664,0.5143972635269165,0.45780763462976715,0.6051122546195984
29,0.9104456305503845,1.6541461944580078,-1.2510074377059937,0.9713766574859619,0.07206188142299652,0.03959723934531212,0.02099432609975338,0.06652490049600601,0.004019999876618385,0.6846022605895996,0.42863355850825435,0.1312125027179718,0.5647288708163678,0.6360419988632202,0.13422100245952606,0.5106727488208813,0.6399463415145874,0.13674898445606232,0.46238874583507295,0.6603221297264099,0.14076849818229675,0.3843120412603521,0.5457540154457092,0.4805256016831685,0.6205161213874817
30,0.8539894223213196,1.6244341135025024,-1.273880958557129,0.9620730876922607,0.07466575503349304,0.04265895113348961,0.024502750486135483,0.05877186730504036,0.004247743170708418,0.688628613948822,0.43197627451027776,0.1284404695034027,0.5756609953819865,0.6461688876152039,0.13159313797950745,0.5291531592878083,0.6521474123001099,0.13363294303417206,0.48650384595627716,0.6667886972427368,0.13802196085453033,0.4110075747864613,0.5857735276222229,0.5005813938531333,0.6377196311950684
31,0.800214946269989,1.598790168762207,-1.2982310056686401,0.951913595199585,0.07899661362171173,0.04607456550002098,0.0293810423463583,0.05328357592225075,0.004492916166782379,0.692410945892334,0.4370195939862185,0.12567415833473206,0.5876597608100883,0.6633723974227905,0.12881223857402802,0.5464531110881123,0.6627623438835144,0.13041238486766815,0.5084799342490417,0.6750854253768921,0.13535434007644653,0.43521620948328854,0.6124938726425171,0.5194522539076327,0.6534285098314285
32,0.7405685782432556,1.5669593811035156,-1.3212448358535767,0.9412158727645874,0.08082026988267899,0.04815513640642166,0.032210852950811386,0.047404903918504715,0.004676454700529575,0.6971693634986877,0.44391704939152205,0.12255655229091644,0.6018788311328432,0.6811859607696533,0.12576550245285034,0.5635737656341144,0.6780136823654175,0.1273726373910904,0.5279516680027247,0.6922889351844788,0.13282346725463867,0.4559949582044408,0.637018084526062,0.5373498057435309,0.6721266657114029
33,0.6850064992904663,1.5390385389328003,-1.3434579372406006,0.9306033253669739,0.08041413873434067,0.04794488847255707,0.03447968512773514,0.04249453544616699,0.004962101113051176,0.7018057703971863,0.4514162299110729,0.1199764832854271,0.61379989623169,0.6964372992515564,0.1233159676194191,0.5775371295262507,0.6903367638587952,0.12504811584949493,0.543583145576597,0.7048560380935669,0.13056114315986633,0.47414936112033457,0.6592240333557129,0.552267383113718,0.6877135336399078
34,0.6316978335380554,1.5126456022262573,-1.3653438091278076,0.9191838502883911,0.08268032222986221,0.04951852187514305,0.03807682543992996,0.038496989756822586,0.005148572847247124,0.7070522308349609,0.46186732069823083,0.11803067475557327,0.6230615536492595,0.7046120166778564,0.12107441574335098,0.5884520572541436,0.6969253420829773,0.12238385528326035,0.5575770857695661,0.709248423576355,0.12824782729148865,0.49176316690547706,0.6713030934333801,0.5652134658946115,0.6955222189426422
35,0.5793361067771912,1.4840091466903687,-1.3844085931777954,0.9092220067977905,0.08374845236539841,0.05137266218662262,0.03900943323969841,0.03440292552113533,0.0051003871485590935,0.7129087448120117,0.47142078961273365,0.11698991805315018,0.6272024536037305,0.7107125520706177,0.12025479227304459,0.5937875224169423,0.7008296847343445,0.12112400680780411,0.5663090984417543,0.7121766805648804,0.126339852809906,0.5068469186896445,0.6894826889038086,0.5735364982880179,0.7033004015684128
36,0.5299122929573059,1.4579799175262451,-1.4033911228179932,0.8981432318687439,0.08750618994235992,0.05376758798956871,0.04349490627646446,0.03131972253322601,0.005190456286072731,0.7230356335639954,0.49043879439493954,0.1155083179473877,0.634210531680091,0.7087603807449341,0.11848802119493484,0.6013629590248986,0.6949731707572937,0.11896883696317673,0.5751379121790694,0.7126647233963013,0.12472538650035858,0.5188104720913189,0.6863104104995728,0.5823804687438445,0.7006771713495255
37,0.47878360748291016,1.4294116497039795,-1.4207524061203003,0.8884330987930298,0.08635935932397842,0.05437156930565834,0.04185720533132553,0.028344837948679924,0.0051114726811647415,0.7303562760353088,0.5056388428959275,0.11459751427173615,0.6348097115339304,0.7176671624183655,0.11777292191982269,0.6058473364914322,0.7042459845542908,0.11786893010139465,0.5839785284709134,0.7159590125083923,0.12308214604854584,0.5308950603740507,0.6993655562400818,0.5888826592175816,0.7093094289302826
38,0.43212592601776123,1.4021538496017456,-1.4359899759292603,0.8773698210716248,0.09092378616333008,0.05658821016550064,0.04676182195544243,0.02796446718275547,0.005130641628056765,0.7408491969108582,0.524407334248721,0.11279584467411041,0.6437548720084924,0.715226948261261,0.11540674418210983,0.6156966578864185,0.7026598453521729,0.11568213254213333,0.5920886269913961,0.7155929803848267,0.1218358650803566,0.5397949766550907,0.6904587745666504,0.5978337833853494,0.7059846371412277
39,0.38952937722206116,1.3779544830322266,-1.449904203414917,0.8694285154342651,0.08921609073877335,0.05705706402659416,0.042805418372154236,0.027298204600811005,0.005133714061230421,0.7490239143371582,0.5374960993475121,0.1118757575750351,0.6423821961686303,0.7265739440917969,0.11459466814994812,0.6197241782921687,0.7133967876434326,0.11431567370891571,0.6016880938914673,0.7208394408226013,0.12004227191209793,0.5525613060848792,0.703269898891449,0.6040889436092863,0.71602001786232
40,0.3448217511177063,1.3536454439163208,-1.4637349843978882,0.853826642036438,0.09332656115293503,0.05849696323275566,0.04694044962525368,0.029000714421272278,0.00531831244006753,0.7568325996398926,0.5472737970980042,0.11019916832447052,0.6507089015919334,0.7242557406425476,0.11313881725072861,0.6261603116530836,0.7087603807449341,0.11300699412822723,0.6066457368033022,0.7214494943618774,0.11897563189268112,0.5604598772651714,0.700585663318634,0.6109937068283726,0.7137628197669983
41,0.30112648010253906,1.3294767141342163,-1.478213906288147,0.8442695736885071,0.09242966026067734,0.05856655165553093,0.0451921746134758,0.02885862998664379,0.005218867678195238,0.7614690065383911,0.5550914602880063,0.10936294496059418,0.6503662047693852,0.7326744794845581,0.11236145347356796,0.6295346094108216,0.7176671624183655,0.11186685413122177,0.6141269469353126,0.7258418798446655,0.11741893738508224,0.5703048883511097,0.7101024985313416,0.6160831623666573,0.7215715050697327
42,0.26783958077430725,1.3085843324661255,-1.4854072332382202,0.8316666483879089,0.09609723091125488,0.06001812219619751,0.04919642582535744,0.02953951247036457,0.005238085985183716,0.7670814990997314,0.5642025682007955,0.10779349505901337,0.6604631107494688,0.7244997620582581,0.1110370084643364,0.6357973795546767,0.7124207019805908,0.11067739874124527,0.6175955567674036,0.7232796549797058,0.11660419404506683,0.5746835316202331,0.7064421772956848,0.6221348946729456,0.7166605740785599
43,0.22369514405727386,1.2841464281082153,-1.5017929077148438,0.8259526491165161,0.09455098956823349,0.060923121869564056,0.04491950199007988,0.028711704537272453,0.0051092044450342655,0.7722059488296509,0.5715750518797237,0.10675541311502457,0.6605319678699546,0.7349926829338074,0.10981905460357666,0.640136532625911,0.7232796549797058,0.10931836068630219,0.6250791810582949,0.7276720404624939,0.11504998803138733,0.5828681915288022,0.7129087448120117,0.6271539682707407,0.7247132807970047
44,0.18722416460514069,1.2652403116226196,-1.5135304927825928,0.810835599899292,0.10032179951667786,0.06271348893642426,0.05185374245047569,0.030320273712277412,0.0051707071252167225,0.7800146341323853,0.5844986679367777,0.10590875148773193,0.667917306225511,0.734260618686676,0.10897568613290787,0.6441001185658926,0.7180331945419312,0.10828292369842529,0.6275809873185575,0.7279160618782043,0.11434319615364075,0.5865677886896135,0.7105905413627625,0.6315415501998936,0.7227001041173935
45,0.14932477474212646,1.2444193363189697,-1.5244331359863281,0.8022312521934509,0.09407646954059601,0.05896928533911705,0.04714317247271538,0.02988705225288868,0.005138962995260954,0.7873352766036987,0.597828334139886,0.10518962889909744,0.6684900763609578,0.7408491969108582,0.1083192303776741,0.6466473519071676,0.7281600832939148,0.10777502506971359,0.6321565225275224,0.7325524687767029,0.11346228420734406,0.5935854622699759,0.7202293872833252,0.635219853266406,0.7304477840662003
46,0.11204514652490616,1.222802758216858,-1.534511923789978,0.7885852456092834,0.09820561856031418,0.060210321098566055,0.051718514412641525,0.03170229122042656,0.0052507128566503525,0.7942898869514465,0.6068017491072668,0.10436522960662842,0.6759483786831065,0.7351146936416626,0.10764653235673904,0.6511631542483431,0.7219375371932983,0.10675428062677383,0.6369532885739335,0.7301122546195984,0.11257754266262054,0.5997300815041909,0.716325044631958,0.6409487257523935,0.7258723825216293
47,0.08013033866882324,1.2023992538452148,-1.543032169342041,0.7823756337165833,0.09858479350805283,0.06186632812023163,0.04947018250823021,0.031145427376031876,0.005279481876641512,0.7996583580970764,0.6137773042368819,0.10345803946256638,0.6773493827680095,0.7395070791244507,0.10670311003923416,0.6553037403959521,0.7298682332038879,0.10601896047592163,0.6432007629278543,0.7340165972709656,0.11145533621311188,0.6078043139277876,0.7252318263053894,0.6459145500049008,0.7321559339761734
48,0.04018627479672432,1.1820207834243774,-1.5575768947601318,0.769964873790741,0.10253316164016724,0.0633392333984375,0.054385822266340256,0.031214427202939987,0.005273374728858471,0.8046607971191406,0.6207329719351874,0.10319012403488159,0.6821721091070901,0.7364568114280701,0.10589249432086945,0.6589046481887979,0.7258418798446655,0.10501942783594131,0.6471287670769887,0.732064425945282,0.11064280569553375,0.6120841391096076,0.7236456871032715,0.650072415870621,0.7295022010803223
49,0.006901664659380913,1.1626571416854858,-1.5677602291107178,0.7655452489852905,0.09744042158126831,0.061302632093429565,0.049398958683013916,0.02934809774160385,0.005267765372991562,0.811371386051178,0.6301274910850974,0.10253298282623291,0.6816408271104123,0.7434114217758179,0.10530782490968704,0.6596168602715441,0.735358715057373,0.10509920865297318,0.6483242786727974,0.7354807257652283,0.10996182262897491,0.6164218730726586,0.7284041047096252,0.6515009597818531,0.7356637418270111
50,-0.024854719638824463,1.1410069465637207,-1.5721923112869263,0.7511212825775146,0.1025666743516922,0.0632704645395279,0.055560410022735596,0.029624875634908676,0.005257087294012308,0.8147876858711243,0.6340355773392966,0.10185938328504562,0.6880885155436032,0.7371888756752014,0.10469716042280197,0.6625536663481003,0.7284041047096252,0.10413256287574768,0.6498874800781598,0.7324304580688477,0.1094624251127243,0.6182256832355115,0.7244997620582581,0.6546888363013437,0.7306308001279831
51,-0.053720876574516296,1.1245744228363037,-1.5823872089385986,0.7480987310409546,0.10014180839061737,0.06339559704065323,0.05159256234765053,0.027784861624240875,0.005228952504694462,0.818448007106781,0.6386991974329167,0.10121224820613861,0.6898028989657103,0.7396290898323059,0.1042066439986229,0.6643140973965656,0.7302342653274536,0.1038123294711113,0.6512734755156677,0.7338945865631104,0.10907188057899475,0.6205724054982937,0.7251098155975342,0.6564907193440593,0.732216939330101
52,-0.0836888998746872,1.1085400581359863,-1.5919586420059204,0.7386010885238647,0.10143046081066132,0.06410953402519226,0.053060684353113174,0.02733747661113739,0.005178684834390879,0.8216202855110168,0.6428373800094982,0.10074662417173386,0.6908357857499754,0.7423133254051208,0.10353291034698486,0.6657376601695553,0.7354807257652283,0.10347116738557816,0.6520559647629369,0.7367008328437805,0.10855749249458313,0.622508238007855,0.7259638905525208,0.6577844121725807,0.7351146936416626
53,-0.11663112044334412,1.087484359741211,-1.5983999967575073,0.728091299533844,0.10079621523618698,0.06312108039855957,0.05357866734266281,0.027658812701702118,0.0051763104274868965,0.8238164782524109,0.6455365695763783,0.10077706724405289,0.6927937621024558,0.7373108863830566,0.10308906435966492,0.6685140239165948,0.7277940511703491,0.10267475247383118,0.6551278813489193,0.733162522315979,0.10791249573230743,0.6252248025106705,0.7227916121482849,0.6604151174696601,0.7302647680044174
54,-0.14239832758903503,1.0702509880065918,-1.605302333831787,0.7251454591751099,0.10026762634515762,0.06420253217220306,0.05145725607872009,0.02573932521045208,0.005229334346950054,0.8265007138252258,0.6478502931325011,0.09980453550815582,0.6926277495934222,0.7442654967308044,0.10271529853343964,0.6679826723560258,0.7370668649673462,0.10267866402864456,0.6548007628205583,0.740239143371582,0.10732565075159073,0.6269706347887349,0.7314543724060059,0.6605954548896854,0.7382564693689346
55,-0.17047978937625885,1.0535775423049927,-1.612182855606079,0.7133004069328308,0.1049177423119545,0.06572218239307404,0.057608462870121,0.026058858260512352,0.005147350486367941,0.8268667459487915,0.6479450989564226,0.09945674985647202,0.6991945665406794,0.7385309934616089,0.10263124108314514,0.6691103627559916,0.72828209400177,0.10254225879907608,0.6511711755330899,0.7341386079788208,0.10744155198335648,0.6228223482287203,0.7236456871032715,0.6605746132646203,0.7311493456363678
56,-0.2018379420042038,1.0369315147399902,-1.6243115663528442,0.7106627821922302,0.10070237517356873,0.06436745077371597,0.052977338433265686,0.02411864697933197,0.0052213286980986595,0.830405056476593,0.6520090411193253,0.09872805327177048,0.7013796784621282,0.7423133254051208,0.10223887860774994,0.6694241967578718,0.733162522315979,0.10252756625413895,0.6492245252254791,0.7368228435516357,0.10722383856773376,0.620765135320314,0.7291361689567566,0.6601983839414484,0.735358715057373
57,-0.22675764560699463,1.0227328538894653,-1.6298962831497192,0.7002030611038208,0.1010141521692276,0.06412552297115326,0.05377197265625,0.024449288845062256,0.005335720255970955,0.8339433670043945,0.6560004977397668,0.09904614835977554,0.7025395177519472,0.7393850684165955,0.10185639560222626,0.671828566557374,0.7284041047096252,0.10201916098594666,0.6518550195660872,0.7345046401023865,0.10666724294424057,0.6233868551903855,0.7292581796646118,0.6624024897664486,0.7328879982233047
58,-0.25794529914855957,1.0047800540924072,-1.640729308128357,0.6974195241928101,0.09764733165502548,0.06287822872400284,0.05056797340512276,0.022855620831251144,0.005256864242255688,0.839067816734314,0.6622274511004924,0.09854523837566376,0.6986616058331844,0.7487798929214478,0.10149169713258743,0.6723898754349873,0.7386530041694641,0.1018645167350769,0.6585032107642517,0.7430453896522522,0.10601463168859482,0.6320605609757699,0.7359687685966492,0.6654038132520483,0.7416117638349533
